Date,Source,Party,District,Candidate,Speech
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,for Ming UTGRC together with Prime Minister Lawrence Wong Mayor Alexam and Miss His
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,So it's been a privilege to serve you since 2017 i thank residents for giving
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,me the opportunity to serve you all these years i've learned a lot speaking
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,to all of you at my MPS at house visits events on email even social media
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,listening to how we can improve our environment and your concerns on national issues and policy concerns as
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,"Singaporeans eight years feels like a long time when I first came to Marling people would tell me ""Zaki Marling feels"
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,"run down as much of the estate has been around for 40 50 years."" Yes we are a mature estate"
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,almost 50 years of it but I've always believed in this why not make a model of
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,how a mature estate can be young [Applause]
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,again and so we got to work in the last 5 years we've upgraded 34 amenities and
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,built 19 linguays and shelters across Musceling and we are not done in the
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,next three years we have an ambitious plan to further rejuvenate Musling we
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,will complete another 11 high new lingways and 24 new amenities new
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,playgrounds new fitness corners drop off shelters and 18 kilome cycling path
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,[Applause] [Music]
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,a cycling path that links Marley Woodrow Sambawang West and Sambawang we are all
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,connected
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,well of course sadly we will say goodbye to the old Mling CC which has served us for 40 years
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,but next year with the new Mling CC will open next door next to our upgraded
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,hawker center and wet market it will be the heart of our community to breathe new life into the masling
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,[Applause] heartland over the last few months residents have also come up to me to say
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,that they can see the transformations including challenging projects that we thought could not be done before such as the lift upgrading
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,program and connections to our new BTOs some of the more challenging areas
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,of masking have also seen transformation such as our old rental flats many of us are familiar with blocks three and four
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,well-known rental flats that are about 50 years old today they have exteriors that are refurbished with colorful
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,murals new multi-purpose hall linked to a new sky bridge with a lift for accessibility to get to the wet market
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,and this has been useful to seniors and the less able even the silver zone is up to keep our seniors safe on the road
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,because that's what rejuvenation looks like [Music] [Applause]
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,[Music] but overall residents feel the positive
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,vibes in the north thompson East Coast line has made us more accessible thanks to Ministry of Health and Minister Oni
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,Kong we now have the Woodlands Health
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,Campus Woodlands Poly Clinic is being upgraded and these make healthc care more accessible to all of us for all of
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,us with the RTS coming residents will find
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,it convenient going to JB2 and this will
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,hopefully and this will hopefully bring and reduce jams to the estate but Marling is more than just
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,infrastructure it's about people we've been through thick and thin with you
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,continuing to serve even at the height of the coid9 pandemic we were here to
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,deliver assistance to homes we were here to deliver food and sanitizers when it
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,mattered most we were here to care for the most vulnerable in Marling
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,UT at a national level we all know how Prime Minister Wong and Minister Hong
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,both had major roles in COVID 19 task force to keep Singapore safe in M and
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,Mindv where I serve we work to help keep jobs secure keep our workplaces safe and
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,also keep essential work moving so that Singapore continues to run we have always stood by you and we stand with
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,you so we know life is not easy whether you're living in a rental flat or
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,whether you're from the sandwich class whether you're raising children or handling elderly with a tight budget or
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,worried about your jobs and that's why here in Marling we live by Marling Cares
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,"helping 2,500 families every month with food aid and dignity and we're not"
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,stopping there through programs like Coming we want to build the next generation we want to give our children
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,opportunities confidence and a head start in life for the next generation of
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,Singaporeans [Music]
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,so just yesterday I was at the Woodlands MRT inviting residents to this rally i met Miss Anissa and she reminded me that
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,we helped her and her family of six siblings and that we visited her home and provided various forms of assistance
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,you can catch on my Instagram or Tik Tok on our rounds yesterday residents like us sometimes share that they didn't
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,think anyone cared but we the Marling UT team want you to know that you are seen
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,and we stand with you
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,[Music] i can see Marling rapidly becoming a
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,neighborhood of choice for many young families in the last few years we've welcomed two new BTO precincts in the
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,next 5 years we welcome seven more so hence our efforts will continue we will
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,adapt our programs for you whether you're young whether you're young at heart whether you're from the vulnerable
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,segment or whether you're better off we will serve you we will support you and
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,we stand with you please vote the PAT for Mastering UT
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,[Applause] [Music]
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,having served through four general elections it feels like a very long time i've seen firsthand how politics
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,can shape a nation for better or worse what keeps me up at night especially
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,during the G is seeing how across the world politics has become a source of
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,division where politics end up splitting societies by racial concerns religious
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,beliefs or single cause issues we have seen this in many parts of the world
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,prolgbt and anti-LGBT proabortion pro-life causes pro Palestine pro-
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,Israel even families and friendships are torn apart just because of
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,politics we all have our belief systems we all have our principles we all also
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,have our personal hurt and grievances as politicians we too face
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,personal conflicts when we have to put national interests first ahead of our own personal grievances and
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,pain but we must never never allow politics to feed into this to create
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,division among our people we have invested years to build peace
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,and stability here in Singapore which very few places in the world can say
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,they have done so divisive politics is not the kind of
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,politics that we want in Singapore and I hope that in this general elections we continue to respect that across all
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,parties that are contesting for nearly 60 years the People's Action
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,Party has upheld one simple powerful principle and that is
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,[Music] [Applause] [Music] unity we stay clear of divisive politics
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,we don't play races one against the other we don't politicize religion
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,because we see how it can be easily exploited we don't exploit causes that
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,put one group against another because we know that once unity is lost it is very
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,hard to get back and that is a serious
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,thing we can have different views we can debate policies we welcome
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,ideas and change but let us never cross that line in politics that divides us as
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,[Applause] Singaporeans the PAP will always stand for politics that brings people together
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,that builds trust cohesion and a common purpose we believe in a one united
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,Singapore not a fragmented one and this is the promise we have upheld since independence and one we will always keep
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,so let us stay united let us protect what we've built over 60 years for our
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,families for future generations
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,[Applause] [Music] in 2015 PM Wong stood as a candidate for PAP limbang Mi was formed tonight a
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,decade on he stands here as prime minister i've worked with PM Wong closely not just in the constituency but
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,also in the cabinet we've seen how capable he is in crisis situations and he has taken us through COVID 19 he
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,works tirelessly while the virus affected our people our economy and our jobs he led our nation during difficult
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,times and can confidently say that he works for you and your future
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,pm Wong is committed to Singapore [Applause]
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,so one thing is clear leadership matters who we choose to lead matter trust
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,matters this election is your chance to choose a team that you can count
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,on a vote for PM Wong in Marling UT is a
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,vote for Singapore [Applause] a vote for PM Wong is a vote for our
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,[Applause] future please allow me to continue our national language
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,i dang
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,RClo Wong committed
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,for
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,Singapore
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,islam Singapore
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,economy
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,islam
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,Singapore
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,for
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,decades
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,for
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,commitment Singapore
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,track
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,recording deep ring GRC9 foreign
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,tariffs
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,for auintil
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,pap Unila PP Madula
24-Apr-25,https://www.youtube.com/watch?v=Q_8CkF9ZiFc,PAP,Marsiling - Yew Tee GRC,Zaqy Muhammed,PAP Madula Singapura [Applause]
